District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Chhatrapati Sambhajinagar Kanand,Mohalda,Tanda,5.9,5.485,5.483,-0.411,0.411,MODERATE
Chhatrapati Sambhajinagar Kanand,Vaki,Kadam,5.9,5.485,5.483,-0.411,0.411,MODERATE
Chhatrapati Sambhajinagar Khultabad,Verul,Tanda,6.15,5.732,5.65,-0.331,0.331,MODERATE
Chhatrapati Sambhajinagar Khultabad,Walur,Tanda,6.15,5.732,5.65,-0.331,0.331,MODERATE
Chhatrapati Sambhajinagar Paithan,Bokud,Jalgaon,7.8,5.831,6.352,0.84,2.204,MODERATE
Chhatrapati Sambhajinagar Paithan,Kakat,Jalgaon,7.8,5.831,6.352,0.84,2.204,MODERATE
Chhatrapati Sambhajinagar Paithan,Takli,Ambad,7.8,5.831,6.352,0.84,2.204,MODERATE
Chhatrapati Sambhajinagar Paithan,Thapati,Thanda,7.8,5.831,6.352,0.84,2.204,MODERATE
Chhatrapati Sambhajinagar Sillod,Borgaon,Bazar,7.3,7.007,6.783,-0.974,0.974,MODERATE
Chhatrapati Sambhajinagar Sillod,Golegaon,Budruk,7.3,7.007,6.783,-0.974,0.974,MODERATE
Chhatrapati Sambhajinagar Soegaon,Jangla,Tanda,5.1,3.806,3.966,0.256,0.88,SAFE
Chhatrapati Sambhajinagar Vaijapur,Bhaigaon,Ganga,6.65,6.008,6.367,-0.722,1.303,MODERATE
Chhatrapati Sambhajinagar Vaijapur,Bhaigaon,Vaijapur,6.65,6.008,6.367,-0.722,1.303,MODERATE
Chhatrapati Sambhajinagar Vaijapur,Hadas,Pimpalgaon,6.65,6.008,6.367,-0.722,1.303,MODERATE
Chhatrapati Sambhajinagar Vaijapur,Kanak,Sagaj,6.65,6.008,6.367,-0.722,1.303,MODERATE
Chhatrapati Sambhajinagar Vaijapur,Nagina,Pimpalgaon,6.65,6.008,6.367,-0.722,1.303,MODERATE
Chhatrapati Sambhajinagar Vaijapur,Panvi,Bk,6.65,6.008,6.367,-0.722,1.303,MODERATE
Dharashiv,Bhoom,Bhoom,5.55,5.116,5.22,-0.142,0.274,MODERATE
Dharashiv,Bhoom,It,9.25,6.425,5.916,1.1,1.513,MODERATE
Dharashiv,Bhoom,Pathrud,6.8,6.093,6.234,-0.593,1.878,MODERATE
Dharashiv,Bhoom,Wakwad,2.85,4.706,4.806,-3.274,3.274,MODERATE
Dharashiv,Bhoom,Washi,10.3,8.248,7.973,1.072,2.643,MODERATE
Dharashiv,Kalamb,Dasmegaon,15.555,6.79,6.554,6.718,6.718,HIGH
Dharashiv,Kalamb,Govindpur,6.6,5.792,5.59,-0.329,1.914,MODERATE
Dharashiv,Kalamb,Itkur,4.75,4.481,5.88,0.028,4.079,MODERATE
Dharashiv,Kalamb,Kalamb,7.75,6.206,7.187,0.114,1.268,MODERATE
Dharashiv,Kalamb,Massa (Khurd),6.45,5.952,5.99,-0.93,2.646,MODERATE
Dharashiv,Kalamb,Shiradhon,5.25,5.096,5.328,-0.522,1.62,MODERATE
Dharashiv,Kalamb,Yermala,14.0,7.843,7.97,5.116,6.813,HIGH
Dharashiv,Omerga,Babhalsur,11.15,9.174,10.665,-1.172,3.128,HIGH
Dharashiv,Omerga,Chakur,6.85,4.48,4.886,1.944,1.944,SAFE
Dharashiv,Omerga,Dalimba,7.3,7.449,7.031,-2.198,3.7,MODERATE
Dharashiv,Omerga,Lohara Buzurg,2.75,4.059,4.11,-1.422,2.26,MODERATE
Dharashiv,Omerga,Makni,6.5,6.108,6.714,-1.485,4.639,MODERATE
Dharashiv,Omerga,Pethsangavi,11.9,7.818,8.269,2.156,3.575,MODERATE
Dharashiv,Omerga,Turori,3.6,2.832,3.172,0.592,0.592,SAFE
Dharashiv,Omerga,Umerga,4.75,5.066,5.602,-1.886,3.379,MODERATE
Dharashiv,Osmanabad,Chilvadi,6.75,6.591,6.536,-0.905,1.449,MODERATE
Dharashiv,Osmanabad,Dhoki,10.55,8.426,8.438,1.034,1.272,MODERATE
Dharashiv,Osmanabad,Dhorala,15.5,10.674,11.381,2.098,2.098,HIGH
Dharashiv,Osmanabad,Kajla,6.8,6.239,6.455,-0.739,1.732,MODERATE
Dharashiv,Osmanabad,Karajkheda,12.45,7.58,7.637,3.031,4.422,MODERATE
Dharashiv,Osmanabad,Khanapur-Vita,3.8,3.498,3.746,-0.241,2.985,MODERATE
Dharashiv,Osmanabad,Osmanabad,9.0,8.69,8.896,-1.63,2.318,MODERATE
Dharashiv,Osmanabad,Sancha,5.85,5.354,5.847,-0.394,0.52,MODERATE
Dharashiv,Osmanabad,Takiwiki,8.8,7.581,7.765,0.006,0.057,MODERATE
Dharashiv,Osmanabad,Ter,4.55,3.613,4.028,0.747,0.97,SAFE
Dharashiv,Osmanabad,Vadgaon Siddheswar,4.7,5.06,4.953,-0.889,1.723,SAFE
Dharashiv,Osmanabad,Yedshi,5.25,5.302,5.572,-1.491,3.105,MODERATE
Dharashiv,Paranda,Anala,6.8,6.479,6.816,-0.945,2.058,MODERATE
Dharashiv,Paranda,Kukadgaon,10.05,8.446,8.075,0.167,1.52,MODERATE
Dharashiv,Paranda,Paranda,6.8,6.239,6.455,-0.739,1.732,MODERATE
Dharashiv,Paranda,Pimpalwadi,16.75,10.976,10.933,5.169,5.169,HIGH
Dharashiv,Paranda,Pimpalwandi,6.8,5.376,5.426,0.587,2.829,MODERATE
Dharashiv,Paranda,Sonari,4.85,3.88,4.069,1.186,2.258,MODERATE
Dharashiv,Tuljapur,Andur,5.4,5.904,6.5,-1.056,1.056,MODERATE
Dharashiv,Tuljapur,Gandora,8.85,8.224,8.298,-1.033,2.07,MODERATE
Dharashiv,Tuljapur,Itkal,5.25,4.67,5.017,0.039,0.954,MODERATE
Dharashiv,Tuljapur,Jalkot,4.6,6.75,6.664,-4.311,4.311,MODERATE
Dharashiv,Tuljapur,Mouje Barul,8.4,6.453,7.108,0.137,2.726,MODERATE
Dharashiv,Tuljapur,Nandori,8.05,7.276,7.448,-0.373,1.998,MODERATE
Dharashiv,Tuljapur,Sarola,4.95,5.439,5.446,-2.314,3.581,MODERATE
Dharashiv,Tuljapur,Savargaon,5.2,6.101,6.211,-2.402,3.32,MODERATE
Dharashiv,Tuljapur,Tuljapur,4.65,5.669,5.473,-2.848,3.372,MODERATE
Dharashiv Kalamb,Massa,(Khurd),6.65,6.679,6.989,-1.322,1.322,MODERATE
Dharashiv Omerga,Lohara,Buzurg,6.65,5.505,6.004,-0.576,1.449,MODERATE
Dharashiv Osmanabad,Vadgaon,Siddheswar,6.65,5.478,6.01,-0.632,1.394,MODERATE
Dharashiv Tuljapur,Mouje,Barul,6.65,6.819,7.044,-1.569,1.569,MODERATE
Dhule,Dhule,Ajnale,5.05,3.62,3.767,1.629,1.629,SAFE
Dhule,Dhule,Avdhan,6.825,5.529,6.057,0.963,1.242,MODERATE
Dhule,Dhule,Borkund,4.65,4.225,4.397,-0.139,1.194,SAFE
Dhule,Dhule,Burzad,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Chande,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Chinchkhede,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Chinchwar,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Deobhane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Deur Kh,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Dhadre,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Dhamani,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Dhanur,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Dhule,7.025,5.904,6.078,0.568,0.568,MODERATE
Dhule,Dhule,Gotane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Hadsuni,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Hendrun,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Junwane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kasvihir,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kauthal,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kherde,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kulthe,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kundane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Kusumba,9.325,5.452,5.972,3.282,3.282,MODERATE
Dhule,Dhule,Laling,10.55,6.789,7.382,1.903,1.903,MODERATE
Dhule,Dhule,Mordad,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Mukti,6.225,5.722,5.666,-0.12,0.648,MODERATE
Dhule,Dhule,Nangaon,8.225,5.904,6.507,2.066,2.066,MODERATE
Dhule,Dhule,Narwhal,2.5,3.198,3.483,-1.606,1.606,SAFE
Dhule,Dhule,Navalane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Nawri,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Ner,8.325,6.681,7.086,0.968,1.188,MODERATE
Dhule,Dhule,Nikumbhe,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Nimgul,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Phagne,4.95,4.214,4.351,0.017,0.574,SAFE
Dhule,Dhule,Purmepada(Pur),6.8,4.639,5.127,1.316,1.316,MODERATE
Dhule,Dhule,Rami,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Sarvad,9.7,7.144,7.582,2.083,2.083,MODERATE
Dhule,Dhule,Shirud,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Dhule,Wadel,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Aichale,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Akhade,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Babhulde,8.25,6.638,7.347,1.164,1.164,MODERATE
Dhule,Sakri,Balhane,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Bhamer,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Burdi Pada,5.15,5.03,5.422,-0.436,0.849,MODERATE
Dhule,Sakri,Chadwel,8.225,7.258,7.348,-0.11,0.546,MODERATE
Dhule,Sakri,Chail,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Charanmal,4.625,3.171,4.505,1.036,3.266,MODERATE
Dhule,Sakri,Chhadwel,9.65,7.55,8.137,2.454,2.454,MODERATE
Dhule,Sakri,Dahival,8.225,6.054,7.273,1.796,1.796,MODERATE
Dhule,Sakri,Dhamnar,9.3,7.046,7.622,2.335,2.335,MODERATE
Dhule,Sakri,Dhangai,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Dhavali Vihir,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Dhavali Vihirnq Up,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Dholipada,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Dighave,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Domkani,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Dusane,13.65,7.868,8.539,4.656,4.656,MODERATE
Dhule,Sakri,Gartad,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Hatti Bk,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Ichhapur,9.175,7.082,7.536,2.264,2.264,MODERATE
Dhule,Sakri,Jamkhel,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kalambe,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kalambhir,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kalgaonnq,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Karanjathi,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kasare,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kawathe,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Khairkund,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Khandbare,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Kharadbari,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Khargaon,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Korde,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Malangaon,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Malpur,8.725,8.134,8.534,-0.247,1.854,MODERATE
Dhule,Sakri,Mavajipada,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Mhasale,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Mhasdi,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Nagziri,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Nawapada,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Nizampur,10.225,7.199,7.894,2.508,2.508,MODERATE
Dhule,Sakri,Pargaon,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Petale,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Phophade,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Pimpalner,3.8,3.424,3.459,0.526,0.998,SAFE
Dhule,Sakri,Raikot,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Runmali,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Sakri,8.4,7.171,7.462,1.245,1.245,MODERATE
Dhule,Sakri,Shenwad,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Shewali D,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Shewali M,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Surpan,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Ubhand,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Vasmar,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Vitai,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Vitawe,8.225,6.081,6.598,1.955,1.955,MODERATE
Dhule,Sakri,Waki,5.35,5.229,5.483,-0.319,1.75,MODERATE
Dhule,Shindkhede,Bhadne,7.8,6.041,6.584,1.53,1.53,MODERATE
Dhule,Shindkhede,Chimthane,9.15,8.1,8.274,0.716,0.716,MODERATE
Dhule,Shindkhede,Dangurne,8.225,5.943,6.49,1.938,1.938,MODERATE
Dhule,Shindkhede,Dhavda,12.05,10.516,10.5,1.064,1.698,HIGH
Dhule,Shindkhede,Dondaicha,8.35,7.8,8.148,-0.334,0.41,MODERATE
Dhule,Shindkhede,Methi,9.9,9.337,9.108,-1.32,1.32,MODERATE
Dhule,Shindkhede,Nardana,7.625,6.834,6.938,0.113,0.642,MODERATE
Dhule,Shindkhede,Shewade,8.545,6.253,6.726,0.874,5.13,HIGH
Dhule,Shindkhede,Sindkheda,8.225,6.899,7.223,0.68,0.68,MODERATE
Dhule,Shirpur,Boradi,8.225,6.958,7.399,-0.365,0.812,MODERATE
Dhule,Shirpur,Dahiwad,22.005,9.372,11.778,11.962,11.962,CRITICAL
Dhule,Shirpur,Hadakhed,7.45,6.8,6.482,-0.292,0.91,MODERATE
Dhule,Shirpur,Hisala,21.55,18.342,17.812,2.212,2.212,CRITICAL
Dhule,Shirpur,Kalamsare,8.225,9.374,7.741,-4.63,6.062,HIGH
Dhule,Shirpur,Palasner,7.025,7.046,6.672,-0.605,1.244,MODERATE
Dhule,Shirpur,Panakhed,16.105,6.191,6.983,9.835,9.835,CRITICAL
Dhule,Shirpur,Samaryapada,3.275,2.899,2.91,-0.128,0.632,SAFE
Dhule,Shirpur,Sangavi,3.35,4.242,4.486,-1.172,1.172,SAFE
Dhule,Shirpur,Sangivi,8.225,5.74,6.583,2.029,2.029,MODERATE
Dhule,Shirpur,Saver,6.95,7.317,6.61,-1.234,1.346,MODERATE
Dhule,Shirpur,Varzadi,16.105,9.141,8.776,3.934,3.934,MODERATE
Dhule,Shirpur,Vikharan,24.705,11.517,13.984,14.662,14.662,CRITICAL
Dhule Dhule,Deur,Kh,6.65,6.008,6.367,-0.722,1.303,MODERATE
Dhule Sakri,Burdi,Pada,6.65,5.712,6.169,-0.577,1.448,MODERATE
Dhule Sakri,Dhavali,Vihir,6.65,5.712,6.169,-0.577,1.448,MODERATE
Dhule Sakri,Hatti,Bk,6.65,5.712,6.169,-0.577,1.448,MODERATE
Dhule Sakri,Shewali,D,6.65,5.712,6.169,-0.577,1.448,MODERATE
Dhule Sakri,Shewali,M,6.65,5.712,6.169,-0.577,1.448,MODERATE
Dhule Sakri Dhavali,Vihirnq,Up,6.65,6.008,6.367,-0.722,1.303,MODERATE
Gadchiroli,Aheri,Allapalli,8.2,6.667,6.922,-0.994,1.412,MODERATE
Gadchiroli,Aheri,Elchil,5.175,4.369,4.142,-0.728,0.986,SAFE
Gadchiroli,Aheri,Govindgaon,6.33,5.291,5.567,0.508,0.508,MODERATE
Gadchiroli,Aheri,Nandigaon,8.025,6.629,6.649,-0.085,2.274,MODERATE
Gadchiroli,Aheri,Repanpalli,8.65,8.299,9.017,-1.081,1.081,MODERATE
Gadchiroli,Aheri,Timiram,6.4,5.609,5.814,-0.853,1.244,MODERATE
Gadchiroli,Aheri,Umanur,8.3,8.157,7.382,-1.026,1.026,MODERATE
Gadchiroli,Aheri,Yelgur Tola,8.05,5.767,5.332,1.042,1.042,MODERATE
Gadchiroli,Armori,Armori,4.35,3.161,3.308,0.36,0.36,SAFE
Gadchiroli,Armori,Delanwadi,2.525,2.707,2.532,-0.663,0.663,SAFE
Gadchiroli,Armori,Khondala,5.55,4.157,4.697,-0.019,0.38,SAFE
Gadchiroli,Armori,Kitadi,6.495,6.017,6.675,-1.631,2.305,MODERATE
Gadchiroli,Armori,Shankarpur,6.45,4.419,5.205,0.754,0.754,MODERATE
Gadchiroli,Armori,Vihirgaon Kukdi,7.8,5.021,5.298,2.28,2.28,MODERATE
Gadchiroli,Armori,Wadada,5.5,3.82,4.237,0.405,0.537,SAFE
Gadchiroli,Armori,Wadsa,6.875,3.714,4.298,1.869,1.942,SAFE
Gadchiroli,Armori,Wairagarh,5.0,4.527,5.194,-1.01,1.01,MODERATE
Gadchiroli,Chamorshi,Adyal,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Chamorshi,Ambatpalli,5.45,4.233,4.836,0.064,0.617,SAFE
Gadchiroli,Chamorshi,Ashti,4.95,4.317,4.342,-0.993,0.993,SAFE
Gadchiroli,Chamorshi,Bhendala,12.275,5.548,5.799,4.638,4.638,MODERATE
Gadchiroli,Chamorshi,Bori,4.7,3.75,3.97,-0.035,0.26,SAFE
Gadchiroli,Chamorshi,Chamorshi,4.8,4.786,4.725,-1.199,1.199,SAFE
Gadchiroli,Chamorshi,Chaudampalli,3.085,3.399,3.204,-1.628,1.628,SAFE
Gadchiroli,Chamorshi,Chaurampalli,6.35,5.722,6.109,-1.178,1.178,MODERATE
Gadchiroli,Chamorshi,Ghot,7.2,5.882,6.297,-0.38,0.97,MODERATE
Gadchiroli,Chamorshi,Konsari,4.91,3.967,4.058,-0.485,0.485,SAFE
Gadchiroli,Chamorshi,Lagam,5.77,5.724,5.715,-1.211,1.211,MODERATE
Gadchiroli,Chamorshi,Mulchera,5.54,4.817,5.326,-0.562,1.633,MODERATE
Gadchiroli,Chamorshi,Talodhi Rampur,9.975,4.17,4.869,4.656,4.656,MODERATE
Gadchiroli,Dhanora,Chatgaon,5.275,4.283,4.383,-0.303,0.303,SAFE
Gadchiroli,Dhanora,Dhanora,4.475,3.453,3.576,0.363,0.876,SAFE
Gadchiroli,Dhanora,Erkar,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Dhanora,Mohali,7.35,4.328,4.938,1.745,1.745,SAFE
Gadchiroli,Dhanora,Murumgaon,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Dhanora,Rangi,5.88,5.087,5.581,-1.213,1.738,MODERATE
Gadchiroli,Dhanora,Sawargaon,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Etapalli,Itapalli,5.215,6.623,6.582,-3.823,4.958,MODERATE
Gadchiroli,Etapalli,Medapalli,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Etapalli,Tadgaon,5.77,4.769,4.945,-0.606,0.616,SAFE
Gadchiroli,Etapalli,Todsa Tola,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Gadchiroli,Gadchiroli,6.125,5.027,5.17,-0.328,0.702,MODERATE
Gadchiroli,Gadchiroli,Govindpur,5.345,4.069,4.273,-0.006,0.275,SAFE
Gadchiroli,Gadchiroli,Maregaon,7.45,6.259,6.832,-0.871,1.508,MODERATE
Gadchiroli,Gadchiroli,Porla,5.8,5.02,4.841,-0.633,0.633,SAFE
Gadchiroli,Gadchiroli,Potegaon,5.77,4.682,4.902,-0.606,0.616,SAFE
Gadchiroli,Gadchiroli,Shivni,3.3,3.556,3.764,-1.5,1.5,SAFE
Gadchiroli,Kurkheda,Chandona Tola,5.79,4.952,5.374,-0.592,0.844,MODERATE
Gadchiroli,Kurkheda,Gowardha,5.295,3.885,4.191,0.041,1.166,SAFE
Gadchiroli,Kurkheda,Kurkhera,6.95,3.268,3.834,2.642,2.642,MODERATE
Gadchiroli,Kurkheda,Purada,5.77,4.643,4.894,-0.606,0.616,SAFE
Gadchiroli,Kurkheda,Sonsari,5.65,4.325,4.85,0.481,1.836,SAFE
Gadchiroli,Kurkheda,Uradi,3.55,3.09,3.124,-0.731,0.731,SAFE
Gadchiroli,Sironcha,Bamni,5.7,4.139,4.728,0.538,0.971,SAFE
Gadchiroli,Sironcha,Sironcha,5.77,5.52,5.458,-1.066,1.076,MODERATE
Gadchiroli Aheri,Yelgur,Tola,6.65,6.0,6.354,-0.796,1.228,MODERATE
Gadchiroli Armori,Vihirgaon,Kukdi,6.65,5.968,6.373,-0.67,1.354,MODERATE
Gadchiroli Chamorshi,Talodhi,Rampur,6.65,5.594,5.884,-0.516,1.509,MODERATE
Gadchiroli Kurkheda,Chandona,Tola,6.65,5.642,5.905,-0.518,1.507,MODERATE
Gondia,Amgaon,Amgaon,2.7,2.074,2.373,0.124,0.976,SAFE
Gondia,Amgaon,Anjora,14.105,4.742,4.998,8.094,9.37,CRITICAL
Gondia,Amgaon,Dahegaon,3.575,3.214,3.037,-0.849,0.906,SAFE
Gondia,Amgaon,Kalimati,5.65,5.205,5.688,-0.517,0.517,MODERATE
Gondia,Arjuni Morgaon,Arjuni,5.15,4.499,4.784,-0.256,1.068,SAFE
Gondia,Arjuni Morgaon,Bondgaon,5.15,4.236,5.304,-0.332,0.92,MODERATE
Gondia,Arjuni Morgaon,Dawwa,5.15,4.522,5.553,-0.435,1.022,MODERATE
Gondia,Arjuni Morgaon,Dhabetekdi,4.8,3.342,4.218,0.915,1.43,SAFE
Gondia,Arjuni Morgaon,Itakheda,5.15,4.524,4.75,-0.306,0.97,SAFE
Gondia,Arjuni Morgaon,Kaneri Ram,14.105,6.846,5.401,3.887,5.163,HIGH
Gondia,Arjuni Morgaon,Karandli,5.15,4.487,4.784,-0.232,1.044,SAFE
Gondia,Arjuni Morgaon,Kohemara,5.15,4.519,4.808,-0.25,1.062,SAFE
Gondia,Arjuni Morgaon,Navegaon,4.9,4.369,4.764,-0.139,1.444,SAFE
Gondia,Arjuni Morgaon,Salebardi,10.95,7.611,8.458,-0.015,0.029,MODERATE
Gondia,Arjuni Morgaon,Sangadi,5.15,4.577,5.603,-0.65,0.69,MODERATE
Gondia,Deori,Deori,3.9,2.985,3.308,0.564,0.936,SAFE
Gondia,Deori,Dongargaon,10.765,9.48,9.734,-0.322,0.322,MODERATE
Gondia,Deori,Ghonari,5.15,4.487,4.784,-0.232,1.044,SAFE
Gondia,Deori,Sindbiri,5.15,4.693,4.959,-0.644,1.456,SAFE
Gondia,Deori,Sondad,5.05,4.87,5.127,-0.622,0.822,MODERATE
Gondia,Deori,Wadegaon,4.3,3.421,3.647,0.16,1.963,SAFE
Gondia,Gondia,Asoli,6.7,5.818,6.196,0.448,0.448,MODERATE
Gondia,Gondia,Dandewadi,5.06,4.573,4.764,-0.607,1.514,SAFE
Gondia,Gondia,Datora,9.65,8.494,7.894,-0.344,0.924,MODERATE
Gondia,Gondia,Khamari,5.8,4.454,4.717,0.436,1.406,SAFE
Gondia,Gondia,Khatiya,4.85,4.32,4.286,-0.291,1.006,SAFE
Gondia,Gondia,Kudwa,5.15,4.487,4.784,-0.232,1.044,SAFE
Gondia,Gondia,Rajegaon,5.15,4.486,4.76,-0.186,0.954,SAFE
Gondia,Goregaon,Goregaon,4.55,4.45,4.384,-0.67,0.67,SAFE
Gondia,Goregaon,Murdoli,5.3,5.266,5.586,0.051,3.043,MODERATE
Gondia,Salekasa,Dongargaon,7.0,6.205,6.893,-0.226,1.464,MODERATE
Gondia,Salekasa,Salekasa,5.15,4.492,4.706,-0.232,1.044,SAFE
Gondia,Salekasa,Sategaon-Sakaritola,4.16,4.578,4.348,-1.132,1.132,SAFE
Gondia,Tirora,Nagjhira,5.15,4.308,4.788,-0.232,1.044,SAFE
Gondia,Tirora,Navegaon Ii (Khurd),5.875,4.613,5.139,-0.486,0.486,MODERATE
Gondia,Tirora,Sarra,5.15,4.487,4.784,-0.232,1.044,SAFE
Gondia,Tirora,Sejgaon,4.05,3.649,3.956,-0.382,0.858,SAFE
Gondia,Tirora,Tiroda,4.55,4.322,4.438,-0.508,0.508,SAFE
Gondia,Tirora,Vihirgaon,5.75,4.554,5.047,-0.368,0.909,MODERATE
Gondia Arjuni,Morgaon,Arjuni,6.65,5.924,6.064,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Bonde,6.65,5.924,6.064,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Bondgaon,6.65,5.939,6.247,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Dawwa,6.65,5.938,6.061,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Dhabetekdi,6.65,5.441,5.74,-0.499,1.526,MODERATE
Gondia Arjuni,Morgaon,Karandli,6.65,5.64,5.842,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Kohemara,6.65,5.924,6.064,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Navegaon,6.65,5.608,5.914,-0.52,1.505,MODERATE
Gondia Arjuni,Morgaon,Salebardi,6.65,7.127,7.486,-1.538,1.538,MODERATE
Gondia Arjuni,Morgaon,Sangadi,6.65,5.916,6.26,-0.52,1.505,MODERATE
Gondia Tirora Navegaon,Ii,(Khurd),6.65,5.652,6.002,-0.584,1.44,MODERATE
Hingoli,Basmat,Alegaon (Old),5.8,5.57,6.185,-0.465,1.826,MODERATE
Hingoli,Basmat,Aral,11.85,9.676,9.737,-0.967,8.195,CRITICAL
Hingoli,Basmat,Babhulgaon,7.5,5.722,6.422,-0.247,1.285,MODERATE
Hingoli,Basmat,Barashiv,3.45,3.239,3.662,-1.024,1.024,SAFE
